User,Credit Policty,Loan Purpose,Interest Rate,Installment,DTI,Days with Credit Line,Revolving Bal,Revol_Util,Inq Last 6mos,Delinq 2yrs,Public Record,Not Fully Paid
1286,1,Debt Consolidation,0.1531,382.97,22.9,2610,27297,80,0,0,0,0
1287,0,All Other,0.1513,243.11,5.93,2501.041667,16914,55.2,3,0,0,0
1288,0,Debt Consolidation,0.1703,535.02,10.85,4139.041667,15827,76.1,1,2,0,1
1289,0,Debt Consolidation,0.1829,685.13,12.05,6330.041667,120830,90.5,2,0,0,0
1290,0,Debt Consolidation,0.1545,279.09,15.48,1620.041667,8372,77.5,0,0,0,0
1291,1,Debt Consolidation,0.1322,304.21,16.9,4289.958333,11274,72.5,3,0,0,0
1292,1,All Other,0.1496,554.32,21.54,12480,36095,65.9,1,1,0,0
1293,1,All Other,0.1357,169.85,21.42,1890,8817,76,1,0,0,0
1294,1,Debt Consolidation,0.167,887.54,24.77,8670.958333,56883,93.3,1,1,0,0
1295,1,Debt Consolidation,0.1461,163.76,10.71,1140,3798,50.6,2,0,0,0
1296,1,All Other,0.16,140.63,1.7,1350,301,8.9,0,0,0,0
1297,1,All Other,0.1189,50.58,8.12,3359.958333,36192,84.6,0,0,0,1
1298,1,Debt Consolidation,0.1474,345.37,9.34,5762,12403,39.8,2,1,0,0
1299,1,All Other,0.1392,109.24,2.2,5550,2596,12.5,3,0,0,0
1300,0,All Other,0.1438,30.93,3.1,420.0416667,997,7.3,4,0,0,1
1301,0,All Other,0.1659,106.35,17.1,1199.041667,7587,97.3,0,0,0,1
1302,0,Debt Consolidation,0.1884,109.74,23.36,1590.041667,2994,99.8,5,0,0,1
1303,0,Debt Consolidation,0.1947,332.07,12.27,3450.041667,434,72.3,7,0,0,0
1304,0,Educational,0.1663,177.35,17.68,2639.958333,679,18.9,6,0,0,1
1305,0,All Other,0.16,116.02,0.89,2669.958333,113,8.7,4,2,0,0
1306,0,Educational,0.1568,42.01,20.58,1440,1498,78.8,4,0,0,0
1307,0,Small Business,0.1979,370.57,11.58,722,3823,26.3,2,0,0,0
1308,0,Debt Consolidation,0.1663,212.82,9.17,4529.958333,6155,35.1,4,0,0,0
1309,0,All Other,0.16,210.95,15.62,2580,829,69.1,4,0,0,1
1310,0,All Other,0.1474,103.62,22.08,4919.958333,25277,77.8,5,0,0,0
1311,0,Debt Consolidation,0.1758,359.42,15.89,3180,9705,78.9,5,0,1,1
1312,0,Debt Consolidation,0.1505,173.46,8.2,14529,8209,50,5,0,0,0
1313,0,All Other,0.1531,121.86,19.19,5940,15357,76,5,1,0,0
1314,0,Debt Consolidation,0.1496,173.23,20.67,6449.958333,109498,40.5,0,0,0,0
1315,0,Debt Consolidation,0.16,369.16,17.8,2069.958333,42530,84.5,4,0,0,0
1316,0,Debt Consolidation,0.1704,535.12,20.44,6060.958333,8086,68.9,5,0,0,0
1317,0,Educational,0.16,210.95,13.75,3929.958333,10361,90.9,4,0,0,0
1318,0,Debt Consolidation,0.1565,174.94,23.48,1863.041667,2700,75,5,0,0,0
1319,0,Home Improvement,0.1531,167.12,6.27,4860,5416,67.7,5,0,1,0
1320,0,Debt Consolidation,0.1565,314.88,10.35,2019.041667,7151,77.7,4,0,0,1
1321,0,Small Business,0.2121,188.93,0.36,3660.041667,581,12.1,5,2,0,0
1322,0,Educational,0.1565,188.93,3.71,13170.04167,1972,42.9,5,2,1,0
1323,0,All Other,0.1531,167.12,22.62,3510.041667,4619,81,5,0,0,0
1324,0,Debt Consolidation,0.145,137.69,22.05,3269,8623,71,3,0,0,0
1325,0,Home Improvement,0.1861,241.55,28.17,7380,28519,89.1,4,0,1,1
1326,0,All Other,0.1418,342.66,7.76,1860,4105,82.1,11,0,0,0
1327,1,Debt Consolidation,0.1461,51.72,7.25,3780,3820,93.2,2,1,0,0
1328,1,Educational,0.1392,54.62,17.65,3960,40106,80.4,0,0,0,0
1329,1,Home Improvement,0.1635,158.99,12.94,3390,2453,94.3,1,1,0,0
1330,1,All Other,0.1531,233.27,3.78,3300,4200,56,1,0,0,0
1331,1,Debt Consolidation,0.16,527.36,15.57,4051,16430,80.1,2,0,0,0
1332,1,All Other,0.1426,130.37,13.75,6240,8413,75.1,3,0,0,0
1333,1,All Other,0.1426,144.09,12.11,3869.958333,1506,34.2,0,3,0,1
1334,1,All Other,0.1843,290.96,9.86,2520,298,99.3,0,0,1,1
1335,1,All Other,0.1531,208.9,7.31,3600,0,0,1,0,0,0
1336,1,All Other,0.1496,426.14,6.43,5880,5422,46.7,1,0,0,0
1337,1,Debt Consolidation,0.1426,96.06,18.29,4589.958333,12995,31.6,0,1,0,0
1338,1,Small Business,0.1704,85.62,7.46,4319.958333,575,16,2,0,0,0
1339,1,Small Business,0.1982,229.86,0,1440,0,0,0,0,1,1
1340,1,Debt Consolidation,0.1557,419.35,12.5,1860.041667,12376,97.4,1,0,0,0
1341,1,Debt Consolidation,0.1379,170.38,3.02,3289,4339,13.7,1,3,0,0
1342,1,Debt Consolidation,0.1715,535.92,19.83,3690.041667,52639,79.2,3,0,0,0
1343,1,Debt Consolidation,0.1715,571.64,19.13,4290,55188,98.3,3,0,0,1
1344,1,All Other,0.1367,170.09,9.03,11700,1026,51.3,0,1,0,0
1345,1,All Other,0.1304,94.4,11.62,4350,6219,57.1,3,0,0,0
1346,1,Debt Consolidation,0.16,377.95,21.93,1230.041667,15977,83.6,0,0,0,0
1347,1,Small Business,0.1568,350.02,7.03,2250.041667,31590,80.8,0,0,0,1
1348,1,Debt Consolidation,0.1505,277.53,12.07,3509.041667,9229,93.2,1,0,0,0
1349,1,Major Purchase,0.1505,55.51,14.15,3450.041667,9603,96,1,0,0,0
1350,1,Debt Consolidation,0.1379,136.31,1.52,3480.041667,2783,45.6,1,0,0,0
1351,1,All Other,0.1379,85.19,23.82,2700.041667,5411,76.1,1,0,0,0
1352,1,Debt Consolidation,0.1411,229.34,23.67,4980.041667,10106,40.3,1,0,0,0
1353,1,Debt Consolidation,0.1474,345.37,18.3,4620.041667,10155,73.9,1,0,0,0
1354,1,All Other,0.1505,260.19,9.08,6930,55163,93.7,0,0,0,0
1355,0,Small Business,0.1501,520.06,4.64,7589,4727,89.2,2,0,0,0
1356,0,Debt Consolidation,0.1722,357.63,26.13,4949.041667,69407,78.6,2,0,0,0
1357,0,All Other,0.1375,340.57,1.95,5100,6298,86.3,2,3,0,0
1358,0,Debt Consolidation,0.1217,59.94,1.71,3150.041667,0,0,2,0,0,1
1359,0,Debt Consolidation,0.1722,286.1,23.47,4757,10130,45.6,2,1,0,0
1360,0,Major Purchase,0.1186,33.15,3.42,3180,0,0,2,0,0,1
1361,1,Debt Consolidation,0.1261,251.3,18.18,4320,12749,61.9,1,0,0,1
1362,1,Debt Consolidation,0.1197,249,7.89,5249.958333,13068,30.6,3,1,0,0
1363,1,All Other,0.1197,249,6.06,8939.958333,5450,40.7,0,0,0,0
1364,1,Educational,0.1166,52.89,18.4,5370,926,4.5,3,1,0,0
1365,1,Debt Consolidation,0.1166,135.52,3.99,2460,7102,18.7,0,0,0,0
1366,1,All Other,0.1166,175.18,6.75,2759.958333,19328,96.2,2,0,0,0
1367,1,Debt Consolidation,0.1496,242.52,12.66,5250.041667,3294,70.1,1,0,0,1
1368,1,All Other,0.1496,173.23,24.4,2880,1451,46.8,0,1,0,1
1369,1,Educational,0.1531,217.6,15.13,8490.041667,4815,94.4,0,1,0,0
1370,1,All Other,0.1114,459.25,4.76,3300,7044,61.8,1,0,0,0
1371,1,All Other,0.1565,349.87,14.97,3810.041667,11147,82.6,2,0,0,0
1372,1,Small Business,0.1947,383.73,11.74,1512,6273,43.6,2,0,0,0
1373,1,Home Improvement,0.1531,348.16,6.59,4020,4082,60.9,2,0,0,0
1374,1,All Other,0.1496,124.73,4.75,2310.041667,2188,91.2,0,1,0,1
1375,1,All Other,0.1461,86.19,17.25,2250.041667,1920,48,1,0,0,0
1376,1,Debt Consolidation,0.1461,103.43,23.2,3608,1498,62.4,1,0,0,0
1377,1,Debt Consolidation,0.1426,82.34,19.13,5220.041667,2041,70.4,0,0,1,1
1378,1,Debt Consolidation,0.1704,651.06,14.96,2430.041667,14248,44.9,1,1,0,0
1379,1,Debt Consolidation,0.1739,716.95,11.39,4740,28882,48.3,0,2,0,0
1380,1,Debt Consolidation,0.1774,504.3,22.19,4421,19828,53.6,1,0,0,0
1381,1,Debt Consolidation,0.1565,223.92,8.94,2580,0,0,0,0,1,1
1382,1,Debt Consolidation,0.1565,258.9,9.32,5040,5001,84.8,0,1,1,0
1383,0,All Other,0.1438,294.66,12.87,3242,4776,27.9,13,0,0,0
1384,0,All Other,0.1375,170.29,1.37,212.0416667,1545,61.8,6,0,0,0
1385,0,All Other,0.147,138.08,22.61,1320.041667,3395,97,0,0,0,0
1386,1,Major Purchase,0.1496,277.16,4.46,1769.958333,5626,26.9,0,0,0,1
1387,1,Debt Consolidation,0.167,710.03,20.94,5850,28332,81.2,0,1,0,0
1388,1,Home Improvement,0.1496,346.45,17.08,1800,3918,38.2,1,0,0,0
1389,1,Small Business,0.2017,186.26,6,5009.958333,9814,59.5,1,0,1,1
1390,1,Debt Consolidation,0.1635,176.65,5.18,1379.958333,5403,63.6,1,0,0,0
1391,1,All Other,0.1531,174.08,3.79,3030,2029,20.3,3,0,0,1
1392,1,All Other,0.1357,101.91,22.98,4500,17590,80.7,1,0,1,0
1393,1,Debt Consolidation,0.1357,95.12,11.16,5729.958333,26343,83.4,1,0,0,0
1394,1,Debt Consolidation,0.16,281.26,6.78,4080,0,0,2,1,0,0
1395,1,All Other,0.1635,529.94,19.33,6029.958333,26388,94.2,1,0,1,1
1396,1,Debt Consolidation,0.1531,417.79,13.1,4020,14606,92.4,1,1,0,0
1397,0,Debt Consolidation,0.1438,359.95,4.26,2009.958333,14000,55.8,12,0,0,0
1398,0,All Other,0.1407,205.27,0,5879,0,0,0,2,0,1
1399,0,All Other,0.1375,81.74,18.51,7110,21899,69.1,4,2,0,0
1400,0,Debt Consolidation,0.1343,169.51,12.53,2849.958333,9568,97.1,1,0,3,0
1401,0,Debt Consolidation,0.1312,168.76,8.72,1530.041667,5183,46.3,1,1,0,1
1402,1,Home Improvement,0.1635,423.95,5.64,4084,7472,97,0,0,1,0
1403,1,All Other,0.1392,51.21,17.04,3900.041667,4376,93.1,2,0,0,0
1404,1,Debt Consolidation,0.1533,365.7,14.3,6450.041667,14726,92.6,0,0,1,0
1405,1,All Other,0.1311,70.87,19.04,1950.041667,4285,62.1,0,0,0,0
1406,1,Debt Consolidation,0.1533,583.38,15.73,1950.041667,15353,84.4,1,0,0,0
1407,1,Debt Consolidation,0.1533,383.12,24.12,5370.041667,18107,68.8,2,0,0,0
1408,1,Debt Consolidation,0.1533,87.08,4.22,1530,0,0,1,0,0,0
1409,1,Debt Consolidation,0.1793,865.92,23.44,3630,92965,61.9,0,0,0,1
1410,1,Debt Consolidation,0.1496,242.53,17.06,1422,9707,46.2,3,0,0,0
1411,1,Debt Consolidation,0.157,350.11,21,1740.041667,6760,85.6,0,0,0,0
1412,1,All Other,0.157,112.04,2.32,1444,2340,38.4,0,0,0,0
1413,1,Debt Consolidation,0.183,907.6,7.28,6570,28897,46.9,1,1,0,1
1414,1,All Other,0.1322,101.41,22.43,5369.958333,12905,81.2,1,0,1,0
1415,0,Major Purchase,0.1425,68.6,14.45,4710,29452,65.4,2,1,0,0
1416,0,Small Business,0.2011,735.06,14.39,7620,952013,99,6,0,0,0
1417,0,Small Business,0.1505,329.57,7.3,3150,3951,16.5,4,0,0,0
1418,0,All Other,0.2011,130.27,15.65,600,390,26,4,0,0,1
1419,0,Educational,0.1739,35.85,3.02,1422,1559,97.4,4,0,0,0
1420,0,Debt Consolidation,0.1411,102.69,5.1,10289.95833,256,4.2,4,0,0,0
1421,0,Small Business,0.1442,326.64,15.07,4771,8333,52.7,5,0,1,1
1422,0,Small Business,0.1537,167.27,12.77,3749.958333,14063,68.6,7,0,0,1
1423,0,Educational,0.1347,149.26,19.11,4139.958333,2166,54.1,4,0,0,0
1424,1,Debt Consolidation,0.1537,522.7,6.52,2880,92391,72.6,0,0,0,0
1425,1,Debt Consolidation,0.1568,525.03,22.3,3150.041667,28473,88.3,1,0,0,0
1426,1,Small Business,0.1505,520.37,11.38,4410,31724,90.4,2,0,0,1
1427,0,Debt Consolidation,0.1772,360.13,25.91,2430.041667,41603,81.1,0,0,0,1
1428,0,Debt Consolidation,0.1362,224.36,14.34,2549,11541,63.4,0,0,0,0
1429,0,Major Purchase,0.1299,168.45,9.78,1949.041667,504,63,2,0,0,0
1430,0,Small Business,0.1362,169.97,19.42,4589.041667,3959,100,2,2,0,0
1431,0,Small Business,0.1393,61.46,22.13,5970.041667,9821,56.8,5,0,2,1
1432,0,Home Improvement,0.1665,266.1,20.93,5041,15831,56.3,3,0,0,0
1433,1,Home Improvement,0.1284,63.88,23.29,3000,24209,54.9,2,0,0,0
1434,1,Debt Consolidation,0.1347,237.46,17.69,2100,6062,55.6,0,0,0,0
1435,1,Debt Consolidation,0.1442,481.36,7.67,4380,7106,67.7,0,0,0,0
1436,1,All Other,0.1316,33.78,19.63,3869.958333,11189,86.7,2,1,0,0
1437,1,All Other,0.1347,101.77,19.75,6960,17015,53.8,1,0,0,0
1438,0,All Other,0.1766,21.59,26.89,720,495,99,2,0,0,1
1439,0,All Other,0.1482,242.05,11.14,1260,14902,80.1,1,0,0,0
1440,0,Small Business,0.1829,181.5,27.14,2370,37962,85.1,1,0,0,0
1441,0,Debt Consolidation,0.145,165.23,11.39,4019.958333,11823,54.2,2,0,0,0
1442,0,Small Business,0.1861,241.55,25.33,9390.041667,37839,54.4,2,0,0,0
1443,0,Small Business,0.1545,111.64,22.92,2550,8132,71.3,3,1,0,0
1444,0,All Other,0.1861,688.17,16.47,5985.958333,64744,72,4,1,0,0
1445,1,Debt Consolidation,0.1442,240.68,15.25,3870.041667,23951,97.4,0,0,0,1
1446,1,Debt Consolidation,0.1442,550.13,18.12,2400.041667,17085,81.4,0,0,0,0
1447,1,All Other,0.1253,167.34,15.21,5160,1015,25.4,0,0,0,0
1448,1,All Other,0.1253,50.2,20.75,4080.041667,920,21.9,0,0,0,1
1449,1,Debt Consolidation,0.1442,409.16,8.32,7560.041667,31458,91.2,0,0,0,0
1450,1,Debt Consolidation,0.1357,237.78,19.2,4290,18748,72.4,2,0,0,0
1451,1,Debt Consolidation,0.1221,53.31,18.14,5251.041667,4658,44.3,3,1,1,1
1452,1,All Other,0.1134,131.6,11.04,1650,1527,50.9,2,0,1,0
1453,1,Debt Consolidation,0.1197,136.95,6.6,2400,16952,40.4,2,0,0,1
1454,1,Debt Consolidation,0.1229,166.77,14.96,4829.958333,18099,69.2,0,0,0,0
1455,1,Debt Consolidation,0.1134,131.6,8.32,2219.958333,4255,30.8,3,0,0,0
1456,1,Debt Consolidation,0.1261,251.3,20.58,6976.958333,57633,64.1,0,1,0,0
1457,0,Debt Consolidation,0.1722,525.75,14.74,5820,1055,39.1,1,0,0,0
1458,0,Debt Consolidation,0.1786,360.83,15.65,3964.958333,13784,61.5,1,1,0,0
1459,0,Educational,0.1407,82.11,18.51,4318.958333,5295,83,0,1,0,1
1460,0,Debt Consolidation,0.1343,169.51,0,330,0,0,1,0,0,1
1461,0,Debt Consolidation,0.1533,98.39,21.28,1830,509,72.7,3,0,0,0
1462,0,Debt Consolidation,0.1343,81.37,11.64,2819.958333,233,15.1,0,5,0,0
1463,0,All Other,0.1312,141.76,10.68,390,2942,58.8,6,0,0,0
1464,1,Debt Consolidation,0.1505,249.78,8,4440,17321,87.6,0,1,0,0
1465,1,Small Business,0.1411,61.62,15.68,6990,17826,92.8,2,0,0,0
1466,1,Debt Consolidation,0.1474,379.91,10.87,2790.041667,11419,84.6,1,1,0,0
1467,1,Debt Consolidation,0.1411,41.08,8.28,1920,802,6.3,1,1,0,1
1468,1,Debt Consolidation,0.1505,277.53,6.26,1830,7974,91.7,0,1,0,0
1469,1,Debt Consolidation,0.1537,261.35,24.61,1393,1685,38.3,1,0,0,0
1470,0,Debt Consolidation,0.1482,207.47,12.65,7890,4208,89.5,1,0,2,0
1471,0,Debt Consolidation,0.1475,103.63,15.87,2127,2779,86.8,1,1,0,1
1472,0,All Other,0.1482,138.31,3.55,509.9583333,2387,88.4,3,0,0,0
1473,0,All Other,0.1861,244.28,28.26,3809.958333,205016,88.3,3,0,0,0
1474,0,Debt Consolidation,0.1545,69.78,17.85,4590,1690,4.3,1,2,0,0
1475,0,Debt Consolidation,0.1387,75.06,10.35,1589.958333,11606,77.9,1,0,0,1
1476,0,All Other,0.1861,58.34,28.29,6359.958333,73943,98.1,0,0,0,0
1477,0,Debt Consolidation,0.145,189.32,4.89,4680,4030,62,0,0,0,0
1478,1,Debt Consolidation,0.1505,294.88,12,2490.041667,6574,79.2,1,0,0,0
1479,1,Educational,0.16,225.01,5.76,1290.041667,395,1.7,2,1,0,0
1480,1,Debt Consolidation,0.1758,431.31,8.62,6690.041667,21233,57.1,3,0,0,0
1481,1,Debt Consolidation,0.1632,565.02,21.46,7200.041667,20702,82.5,2,1,0,1
1482,1,All Other,0.16,269.84,16.37,1470,16083,71.8,0,0,0,0
1483,1,All Other,0.1632,176.57,4.35,8190.041667,157,52.3,1,1,1,0
1484,1,Debt Consolidation,0.1568,280.02,22.18,11130.04167,43110,93.3,1,0,0,0
1485,1,Debt Consolidation,0.1695,427.53,16.53,1322.041667,15534,87.3,3,0,0,0
1486,1,Debt Consolidation,0.1632,141.26,9.72,2370.041667,10490,96.2,1,0,0,0
1487,1,Debt Consolidation,0.16,527.36,6.19,3720,11819,75.8,0,0,0,0
1488,1,All Other,0.1663,638.46,10.91,2040.041667,6241,21,3,0,0,1
1489,1,All Other,0.1505,69.39,22.99,3930,6712,64.5,2,0,0,0
1490,1,Debt Consolidation,0.1632,565.02,10.39,7590,12736,70.4,2,2,0,0
1491,1,Home Improvement,0.1568,385.02,13.94,1770,11929,48.7,0,0,0,0
1492,1,Debt Consolidation,0.1726,429.41,2.71,5969.958333,3505,33.4,2,0,0,0
1493,1,All Other,0.1537,167.27,9.98,1529.958333,1101,61.2,1,0,0,0
1494,1,Major Purchase,0.1537,193.4,8.26,4050.958333,260,3.3,3,0,1,0
1495,0,Debt Consolidation,0.1375,170.29,9.45,841,4467,93.1,0,0,0,0
1496,0,All Other,0.1407,51.32,22.95,329.9583333,1201,75.1,3,0,0,1
1497,0,All Other,0.1375,170.29,1.6,450.0416667,1202,92.5,1,0,0,0
1498,1,Major Purchase,0.1191,185.76,2.68,1740,4885,35.4,2,0,0,0
1499,1,All Other,0.1254,133.9,18.72,7590,9961,94.9,1,0,0,0
1500,1,All Other,0.1128,32.88,17.96,4650,22557,98.1,0,0,0,0
1501,1,All Other,0.1222,83.3,14.77,4350,10710,54.6,0,0,0,0
1502,1,All Other,0.1286,504.4,18.14,11129.95833,12836,31.3,0,2,0,0
1503,1,Debt Consolidation,0.1222,148.28,19,6059.958333,27587,74.8,1,1,0,0
1504,0,Debt Consolidation,0.1482,242.05,16.3,3180,9600,72.7,4,0,0,1
1505,0,Debt Consolidation,0.1513,260.47,17.59,3480,8135,79,3,0,0,1
1506,0,Educational,0.145,165.23,19.75,3210,9976,75.6,3,0,0,1
1507,0,Debt Consolidation,0.1324,67.62,6.94,3180,2324,12.9,1,2,2,0
1508,0,All Other,0.1355,61.13,11.22,4919.958333,4334,98.5,4,0,0,0
1509,0,All Other,0.1482,186.72,19.4,4619.958333,21093,85.1,3,1,0,1
1510,0,Major Purchase,0.1513,243.11,18.91,2729.958333,12634,76.6,0,0,0,0
1511,0,Educational,0.1349,42.42,4.67,869.9583333,1157,0,1,0,0,1
1512,0,All Other,0.1507,260.25,14.84,7260,21881,82.5,2,4,0,1
1513,0,Small Business,0.1601,263.72,22.83,3539.958333,15056,99.1,1,0,0,0
1514,0,Debt Consolidation,0.1663,287.31,22.71,6071,16194,84.8,5,0,0,1
1515,0,Major Purchase,0.2011,91.19,3.16,570,242,9.7,6,0,0,0
1516,0,Small Business,0.2011,65.14,2.4,540,806,17.1,5,0,0,0
1517,0,Debt Consolidation,0.1695,178.14,20.86,4829.958333,8652,80.1,7,1,1,0
1518,0,Debt Consolidation,0.1663,514.32,23.01,7140,22720,86.1,4,1,0,1
1519,0,Debt Consolidation,0.1758,790.73,20.46,5249.958333,40604,65,4,0,0,1
1520,0,Debt Consolidation,0.1853,233.08,0.99,1050,6758,90.1,0,0,0,0
1521,0,All Other,0.16,193.37,16.61,6359.958333,11049,57.5,7,0,0,1
1522,0,All Other,0.1821,174.05,13.27,2550,6395,59.2,9,0,0,1
1523,0,Debt Consolidation,0.1632,423.77,13.6,1679.958333,13740,89.8,4,0,0,1
1524,1,Debt Consolidation,0.1505,312.23,23.75,3570,15149,92.9,1,0,0,0
1525,1,Small Business,0.1568,700.04,16.77,2280,29799,53,3,0,0,0
1526,0,Debt Consolidation,0.1608,35.2,23.84,2490,10125,90.4,1,0,0,0
1527,0,Debt Consolidation,0.1545,293.05,15.71,4200,14578,99.2,3,2,0,0
1528,0,All Other,0.145,70.57,13.8,900,3646,91.1,2,0,0,0
1529,0,Debt Consolidation,0.1861,214.2,27.33,1718,5660,75.8,3,0,0,0
1530,0,Home Improvement,0.1425,274.4,15.53,8699,19457,51.1,0,2,0,1
1531,0,All Other,0.1299,16.85,10,1890,182,60.7,6,0,0,0
1532,0,Small Business,0.1425,82.32,22.93,6090.041667,25203,93,0,0,0,0
1533,0,Debt Consolidation,0.133,81.22,11.35,2460.041667,5016,27.7,5,0,0,0
1534,0,Small Business,0.1646,265.39,23.04,4169.041667,7091,89.8,0,1,0,0
1535,0,All Other,0.1343,162.73,12.11,5489,8174,76.7,12,0,1,0
1536,1,Debt Consolidation,0.1254,187.45,10.92,5699.958333,7465,74.6,0,0,1,0
1537,1,All Other,0.1286,107.61,14.77,7139.958333,3318,34.9,1,1,0,0
1538,1,Educational,0.1633,105.97,26.05,5430,19487,89.2,2,0,0,0
1539,1,Debt Consolidation,0.1696,135.41,29.42,5339.958333,536,9.2,2,0,0,0
1540,1,Small Business,0.138,236.86,20.3,3690,9344,79.2,1,0,0,0
1541,1,Small Business,0.1286,184.95,17.31,1950,12596,46.3,0,0,0,0
1542,1,Small Business,0.1557,244.62,1.18,1409.958333,255,15,2,0,0,0
1543,1,Debt Consolidation,0.1304,202.28,24.89,1830,3139,50.6,1,1,0,0
1544,1,Debt Consolidation,0.1367,489.86,13.01,4200,14827,43.5,3,0,0,1
1545,1,Small Business,0.1557,698.91,12.39,4830,13335,39.8,1,1,0,0
1546,1,Debt Consolidation,0.1367,110.56,24.34,1223.041667,10098,24.7,2,0,0,0
1547,1,Debt Consolidation,0.1557,244.62,2.72,3010.041667,3273,69.6,1,0,0,1
1548,1,Small Business,0.1607,527.91,9.33,1770.041667,16375,66,0,0,0,0
1549,1,Debt Consolidation,0.1422,291.42,20.75,5820,4377,71.8,0,1,0,0
1550,1,Small Business,0.1385,218.27,20.54,3120.041667,26428,48.2,2,0,0,0
1551,0,Debt Consolidation,0.1703,570.69,25.32,4149.958333,38781,54.5,3,0,0,0
1552,0,Debt Consolidation,0.1229,236.81,15.55,990,10410,63.9,1,0,0,0
1553,0,Home Improvement,0.1229,250.15,3.03,983,5556,27.1,2,0,0,0
1554,0,All Other,0.1091,45.78,8.61,8490.041667,0,0.5,0,0,1,0
1555,0,All Other,0.1122,164.23,3.51,1139,0,56.2,4,1,0,0
1556,0,Small Business,0.1501,403.07,0.74,238.9583333,381,63.5,4,0,0,0
1557,0,Debt Consolidation,0.1533,364.82,13.02,1109,8742,87.4,0,0,0,0
1558,1,Debt Consolidation,0.1461,172.38,18.62,3030.041667,5134,77.8,1,0,0,1
1559,1,Debt Consolidation,0.1496,277.16,11.7,7027.041667,18131,81.1,3,0,0,0
1560,1,All Other,0.1461,189.62,20.38,5376,14103,58,0,0,0,0
1561,1,Home Improvement,0.1426,185.26,18.37,5130,6890,47.2,2,0,0,0
1562,1,All Other,0.1947,590.35,19.36,3810.041667,9605,86.5,3,0,0,1
1563,1,All Other,0.1426,34.31,8.34,1710.041667,3449,69,1,0,0,0
1564,1,Debt Consolidation,0.1496,332.6,5.56,4920.041667,11028,23.5,1,1,0,0
1565,1,Debt Consolidation,0.1461,172.38,2.42,4050,2771,16.4,0,0,0,0
1566,1,All Other,0.1565,34.99,14.1,1470,5802,70.1,0,0,0,0
1567,1,Debt Consolidation,0.16,527.36,18.91,6420.041667,30523,66.2,0,0,0,0
1568,1,All Other,0.1461,330.97,13.93,3660,9194,82.8,0,0,0,0
1569,1,Educational,0.1531,426.49,19.65,3810.041667,11705,81.3,0,0,0,0
1570,0,Debt Consolidation,0.1722,64.38,18.99,450,702,87.7,0,0,0,0
1571,0,Educational,0.1375,102.17,2.38,3972,469,93.8,0,1,0,0
1572,1,Debt Consolidation,0.1568,700.04,15.1,2985,24738,50,2,0,0,0
1573,1,Home Improvement,0.1411,342.29,24.7,2078,45383,79.6,0,0,0,0
1574,1,Small Business,0.1474,207.23,14,2730,20616,94.1,2,0,0,1
1575,1,Small Business,0.1347,203.54,4.62,2249.958333,7110,58.3,0,0,1,0
1576,1,Debt Consolidation,0.1474,51.81,20.35,1380,7616,44.8,0,0,0,0
1577,1,All Other,0.16,632.84,8.66,3810,12584,81.1,2,0,0,0
1578,0,Home Improvement,0.147,276.15,19.13,240.0416667,289,28.9,15,0,0,1
1579,0,Debt Consolidation,0.1533,383.1,18.52,1110,4021,72.3,3,0,0,1
1580,0,Home Improvement,0.128,100.8,5.2,1200.041667,11587,67,11,0,0,0
1581,0,Debt Consolidation,0.1545,397.71,13.89,2501,15168,35.3,3,0,0,0
1582,0,Educational,0.1418,68.54,17.17,719.9583333,5065,84.4,3,0,0,0
1583,1,Major Purchase,0.1496,242.53,8.59,1650.041667,6907,92.1,0,2,0,1
1584,1,Debt Consolidation,0.1533,557.26,15.92,2910,17830,78.9,0,0,0,0
1585,1,Debt Consolidation,0.1941,471.89,11.15,5550,8340,24.2,2,0,0,0
1586,1,Debt Consolidation,0.1607,299.15,23.07,1489,9640,87.6,0,0,0,1
1587,1,All Other,0.157,280.09,9,1411.041667,7130,55.3,1,0,0,0
1588,1,Debt Consolidation,0.157,175.06,16.26,7920.041667,2276,73.4,0,0,0,0
1589,1,Debt Consolidation,0.1311,54,18.99,7680,6281,62.8,3,0,0,0
1590,1,Debt Consolidation,0.1756,503.05,15.02,7320,15899,16.6,3,0,0,0
1591,0,All Other,0.1722,464.95,15.98,810,6703,79.8,1,0,0,1
1592,0,All Other,0.1565,131.19,17.31,3478.958333,0,69.5,1,0,0,1
1593,0,Debt Consolidation,0.1596,337.32,23.27,7593.958333,25348,91.6,1,0,0,0
1594,0,Educational,0.1249,16.73,19.2,5130,9231,44,1,4,0,0
1595,0,Debt Consolidation,0.147,324.48,21.58,2984,1992,18.3,3,6,0,0
1596,0,Small Business,0.1596,489.29,21.93,6030.041667,254,36.3,6,1,0,1
1597,0,Educational,0.128,201.59,3,479.0416667,884,55.2,1,0,0,0
1598,1,Debt Consolidation,0.128,554.37,19.22,3060.041667,17641,69.5,2,0,0,0
1599,1,Educational,0.1407,842.47,12.81,5340.041667,33698,91.3,0,0,0,0
1600,1,Small Business,0.147,862.97,5.79,4739,4209,75.2,2,0,0,1
1601,1,Educational,0.1583,876.83,18.08,3330,62976,86.1,2,2,0,0
1602,1,All Other,0.1236,292.97,15.53,1848,8494,44.2,1,0,0,0
1603,1,Debt Consolidation,0.1267,536.57,10.13,5280.041667,23129,79.8,0,1,0,1
1604,1,Debt Consolidation,0.1204,265.87,16.06,1949.041667,8009,68.5,0,0,0,0
